trade_number,reference_trade_id,reference_zone_id,direction,reference_signal_time,tradingview_signal_time,tradingview_entry_time,timing_error_seconds,reference_zone_formed,tradingview_zone_time,reference_proximal,reference_distal,tradingview_fill,tradingview_research_proximal,tradingview_research_distal,tradingview_opposing_room_r,price_basis_plus_fill_difference
11,3545,7855,short,2026-01-07 14:48:00+00:00,2026-01-07 14:48:00+00:00,2026-01-07 14:49:00+00:00,0.0,2025-12-29 01:00:00+00:00,2025-12-29 00:00:00+00:00,25871.0,25893.5,26379.5,26379.25,26401.75,4.4149,508.5
12,3546,7882,short,2026-01-08 00:38:00+00:00,2026-01-08 00:38:00+00:00,2026-01-08 00:39:00+00:00,0.0,2026-01-07 23:00:00+00:00,2026-01-07 21:00:00+00:00,25834.75,25850.25,26343.0,26343.0,26358.5,4.0455,508.25
13,3547,7883,short,2026-01-08 07:23:00+00:00,2026-01-08 07:23:00+00:00,2026-01-08 07:24:00+00:00,0.0,2026-01-08 05:00:00+00:00,2026-01-08 04:00:00+00:00,25776.5,25793.5,26279.5,26284.75,26301.75,5.9583,503.0
14,3548,7881,short,2026-01-09 19:46:00+00:00,2026-01-09 19:46:00+00:00,2026-01-09 19:47:00+00:00,0.0,2026-01-07 18:00:00+00:00,2026-01-07 17:00:00+00:00,25970.0,25998.0,26475.25,26478.25,26506.25,10.3707,505.25
15,3549,7893,long,2026-01-13 04:03:00+00:00,2026-01-13 04:03:00+00:00,2026-01-13 04:04:00+00:00,0.0,2026-01-13 03:00:00+00:00,2026-01-13 02:00:00+00:00,25879.25,25861.25,26386.75,26387.5,26369.5,20.8553,507.5
16,3550,7896,long,2026-01-13 15:02:00+00:00,2026-01-13 15:02:00+00:00,2026-01-13 15:03:00+00:00,0.0,2026-01-13 13:00:00+00:00,2026-01-13 12:00:00+00:00,25900.5,25886.5,26414.25,26408.75,26394.75,25.0,513.75
18,3551,7898,short,2026-01-14 09:00:00+00:00,2026-01-14 09:00:00+00:00,2026-01-14 09:01:00+00:00,0.0,2026-01-14 08:00:00+00:00,2026-01-14 07:00:00+00:00,25860.75,25876.0,26372.5,26369.0,26384.25,6.6308,511.75
19,3553,7901,long,2026-01-15 02:29:00+00:00,2026-01-15 02:29:00+00:00,2026-01-15 02:30:00+00:00,0.0,2026-01-15 01:00:00+00:00,2026-01-15 00:00:00+00:00,25605.5,25562.5,26115.75,26113.75,26070.75,4.2955,510.25
20,3554,7903,long,2026-01-15 20:20:00+00:00,2026-01-15 20:20:00+00:00,2026-01-15 20:21:00+00:00,0.0,2026-01-15 08:00:00+00:00,2026-01-15 07:00:00+00:00,25700.25,25673.5,26222.5,26208.5,26181.75,3.3964,522.25
21,3555,7907,long,2026-01-16 07:33:00+00:00,2026-01-16 07:33:00+00:00,2026-01-16 07:34:00+00:00,0.0,2026-01-16 06:00:00+00:00,2026-01-16 05:00:00+00:00,25810.25,25802.25,26320.5,26318.5,26310.5,4.8056,510.25
22,3556,7908,long,2026-01-16 12:54:00+00:00,2026-01-16 12:54:00+00:00,2026-01-16 12:55:00+00:00,0.0,2026-01-16 10:00:00+00:00,2026-01-16 09:00:00+00:00,25817.25,25810.0,26325.25,26325.5,26318.25,4.3939,508.0
23,3557,7910,long,2026-01-19 06:58:00+00:00,2026-01-19 06:58:00+00:00,2026-01-19 06:59:00+00:00,0.0,2026-01-19 05:00:00+00:00,2026-01-19 04:00:00+00:00,25386.75,25371.0,25889.5,25895.0,25879.25,24.3433,502.75
24,3558,7868,long,2026-01-19 09:19:00+00:00,2026-01-19 09:19:00+00:00,2026-01-19 09:20:00+00:00,0.0,2026-01-02 19:00:00+00:00,2026-01-02 18:00:00+00:00,25324.0,25265.25,25836.5,25832.25,25773.5,7.8745,512.5
25,3559,7831,long,2026-01-20 09:33:00+00:00,2026-01-20 09:33:00+00:00,2026-01-20 09:34:00+00:00,0.0,2025-12-18 13:00:00+00:00,2025-12-18 12:00:00+00:00,25100.75,25064.75,25625.75,25609.0,25573.0,7.5608,525.0
26,3560,7915,short,2026-01-20 15:32:00+00:00,2026-01-20 15:32:00+00:00,2026-01-20 15:33:00+00:00,0.0,2026-01-20 06:00:00+00:00,2026-01-20 05:00:00+00:00,25380.5,25412.75,25892.5,25888.75,25921.0,3.6842,512.0
27,3561,7914,short,2026-01-20 16:10:00+00:00,2026-01-20 16:10:00+00:00,2026-01-20 16:11:00+00:00,0.0,2026-01-20 03:00:00+00:00,2026-01-20 02:00:00+00:00,25420.0,25438.75,25929.5,25928.25,25947.0,8.2025,509.5
28,3562,7921,long,2026-01-21 06:50:00+00:00,2026-01-21 06:50:00+00:00,2026-01-21 06:51:00+00:00,0.0,2026-01-21 05:00:00+00:00,2026-01-21 04:00:00+00:00,25197.0,25182.5,25700.25,25705.25,25690.75,10.7097,503.25
29,3563,7920,long,2026-01-21 09:56:00+00:00,2026-01-21 09:56:00+00:00,2026-01-21 09:57:00+00:00,0.0,2026-01-21 00:00:00+00:00,2026-01-20 23:00:00+00:00,25147.0,25103.5,25651.75,25655.25,25611.75,4.8539,504.75
30,3564,7923,short,2026-01-21 14:04:00+00:00,2026-01-21 14:04:00+00:00,2026-01-21 14:05:00+00:00,0.0,2026-01-21 11:00:00+00:00,2026-01-21 10:00:00+00:00,25129.5,25188.5,25630.0,25637.75,25696.75,2.3958,500.5
31,3565,7918,short,2026-01-21 15:16:00+00:00,2026-01-21 15:16:00+00:00,2026-01-21 15:17:00+00:00,0.0,2026-01-20 17:00:00+00:00,2026-01-20 16:00:00+00:00,25363.0,25430.0,25874.75,25871.25,25938.25,2.4522,511.75
32,3566,7928,short,2026-01-22 16:45:00+00:00,2026-01-22 16:45:00+00:00,2026-01-22 16:46:00+00:00,0.0,2026-01-22 14:00:00+00:00,2026-01-22 13:00:00+00:00,25690.75,25739.75,26197.5,26199.0,26248.0,2.43,506.75
33,3567,7932,long,2026-01-26 09:30:00+00:00,2026-01-26 09:30:00+00:00,2026-01-26 09:31:00+00:00,0.0,2026-01-26 07:00:00+00:00,2026-01-26 06:00:00+00:00,25674.75,25665.0,26184.25,26183.0,26173.25,11.1395,509.5
34,3568,7931,long,2026-01-26 09:39:00+00:00,2026-01-26 09:39:00+00:00,2026-01-26 09:40:00+00:00,0.0,2026-01-26 05:00:00+00:00,2026-01-26 04:00:00+00:00,25635.0,25622.75,26140.5,26143.25,26131.0,12.0377,505.5
35,3569,7933,short,2026-01-26 12:08:00+00:00,2026-01-26 12:08:00+00:00,2026-01-26 12:09:00+00:00,0.0,2026-01-26 09:00:00+00:00,2026-01-26 08:00:00+00:00,25700.5,25742.25,26217.25,26208.75,26250.5,8.7953,516.75
36,3570,7935,short,2026-01-26 20:09:00+00:00,2026-01-26 20:09:00+00:00,2026-01-26 20:10:00+00:00,0.0,2026-01-26 19:00:00+00:00,2026-01-26 18:00:00+00:00,25891.0,25932.75,26395.5,26399.25,26441.0,5.1988,504.5
37,3571,7937,short,2026-01-27 10:46:00+00:00,2026-01-27 10:46:00+00:00,2026-01-27 10:47:00+00:00,0.0,2026-01-27 08:00:00+00:00,2026-01-27 07:00:00+00:00,26002.5,26020.75,26509.0,26510.75,26529.0,5.3896,506.5
38,3572,7938,long,2026-01-27 13:52:00+00:00,2026-01-27 13:52:00+00:00,2026-01-27 13:53:00+00:00,0.0,2026-01-27 10:00:00+00:00,2026-01-27 09:00:00+00:00,25983.5,25967.0,26494.0,26491.75,26475.25,16.6857,510.5
39,3573,7940,short,2026-01-27 18:20:00+00:00,2026-01-27 18:20:00+00:00,2026-01-27 18:21:00+00:00,0.0,2026-01-27 17:00:00+00:00,2026-01-27 16:00:00+00:00,26078.5,26107.0,26586.25,26586.75,26615.25,2.5254,507.75
40,3574,7943,long,2026-01-28 03:26:00+00:00,2026-01-28 03:26:00+00:00,2026-01-28 03:27:00+00:00,0.0,2026-01-28 02:00:00+00:00,2026-01-28 01:00:00+00:00,26206.75,26201.5,26714.25,26715.0,26709.75,11.0,507.5
41,3575,7944,short,2026-01-28 10:36:00+00:00,2026-01-28 10:36:00+00:00,2026-01-28 10:37:00+00:00,0.0,2026-01-28 08:00:00+00:00,2026-01-28 07:00:00+00:00,26301.75,26332.0,26810.25,26810.0,26840.25,6.712,508.5
42,3576,7951,short,2026-01-30 11:51:00+00:00,2026-01-30 11:51:00+00:00,2026-01-30 11:52:00+00:00,0.0,2026-01-30 05:00:00+00:00,2026-01-30 04:00:00+00:00,25847.5,25896.5,26362.75,26355.75,26404.75,10.46,515.25
43,3577,7953,short,2026-02-02 14:32:00+00:00,2026-02-02 14:32:00+00:00,2026-02-02 14:33:00+00:00,0.0,2026-01-30 21:00:00+00:00,2026-01-30 20:00:00+00:00,25658.25,25730.25,26144.25,26166.5,26238.5,4.5719,486.0
44,3578,7952,short,2026-02-02 15:07:00+00:00,2026-02-02 15:07:00+00:00,2026-02-02 15:08:00+00:00,0.0,2026-01-30 16:00:00+00:00,2026-01-30 15:00:00+00:00,25826.75,25934.25,26338.0,26335.0,26442.5,4.629,511.25
45,3579,7956,short,2026-02-02 23:08:00+00:00,2026-02-02 23:08:00+00:00,2026-02-02 23:09:00+00:00,0.0,2026-02-02 19:00:00+00:00,2026-02-02 18:00:00+00:00,25923.5,25949.0,26437.0,26431.75,26457.25,22.6038,513.5
46,3580,7957,short,2026-02-03 03:40:00+00:00,2026-02-03 03:40:00+00:00,2026-02-03 03:41:00+00:00,0.0,2026-02-03 02:00:00+00:00,2026-02-03 01:00:00+00:00,25952.5,25990.75,26459.75,26460.75,26499.0,16.0,507.25
47,3581,7958,long,2026-02-03 14:06:00+00:00,2026-02-03 14:06:00+00:00,2026-02-03 14:07:00+00:00,0.0,2026-02-03 12:00:00+00:00,2026-02-03 11:00:00+00:00,25955.75,25922.75,26468.25,26464.0,26431.0,4.5956,512.5
48,3582,7955,long,2026-02-03 18:59:00+00:00,2026-02-03 18:59:00+00:00,2026-02-03 19:00:00+00:00,0.0,2026-02-02 07:00:00+00:00,2026-02-02 06:00:00+00:00,25249.75,25180.25,25754.25,25758.0,25688.5,12.2305,504.5
49,3583,7924,long,2026-02-04 16:02:00+00:00,2026-02-04 16:02:00+00:00,2026-02-04 16:03:00+00:00,0.0,2026-01-21 14:00:00+00:00,2026-01-21 13:00:00+00:00,25086.0,25040.0,25589.5,25594.25,25548.25,7.75,503.5
50,3584,7830,long,2026-02-04 16:43:00+00:00,2026-02-04 16:43:00+00:00,2026-02-04 16:44:00+00:00,0.0,2025-12-18 07:00:00+00:00,2025-12-18 06:00:00+00:00,24985.75,24953.75,25494.0,25494.0,25462.0,14.0758,508.25
51,3585,7963,long,2026-02-05 12:20:00+00:00,2026-02-05 12:20:00+00:00,2026-02-05 12:21:00+00:00,0.0,2026-02-05 04:00:00+00:00,2026-02-05 03:00:00+00:00,24961.75,24915.5,25484.25,25470.0,25423.75,3.1111,522.5
54,3586,7967,long,2026-02-09 09:56:00+00:00,2026-02-09 09:56:00+00:00,2026-02-09 09:57:00+00:00,0.0,2026-02-06 20:00:00+00:00,2026-02-06 19:00:00+00:00,25084.25,25055.75,25599.75,25592.5,25564.0,4.5169,515.5
55,3587,7971,short,2026-02-09 14:45:00+00:00,2026-02-09 14:45:00+00:00,2026-02-09 14:46:00+00:00,0.0,2026-02-09 09:00:00+00:00,2026-02-09 08:00:00+00:00,25159.25,25214.75,25644.0,25667.5,25723.0,12.9956,484.75
56,3588,7973,long,2026-02-10 06:34:00+00:00,2026-02-10 06:34:00+00:00,2026-02-10 06:35:00+00:00,0.0,2026-02-10 04:00:00+00:00,2026-02-10 03:00:00+00:00,25307.75,25278.5,25813.75,25816.0,25786.75,2.0579,506.0
57,3589,7977,short,2026-02-11 09:02:00+00:00,2026-02-11 09:02:00+00:00,2026-02-11 09:03:00+00:00,0.0,2026-02-11 08:00:00+00:00,2026-02-11 07:00:00+00:00,25269.25,25290.25,25775.5,25777.5,25798.5,38.375,506.25
58,3590,7961,short,2026-02-11 13:56:00+00:00,2026-02-11 13:56:00+00:00,2026-02-11 13:57:00+00:00,0.0,2026-02-04 12:00:00+00:00,2026-02-04 11:00:00+00:00,25450.25,25491.0,25949.0,25958.5,25999.25,24.5569,498.75
59,3591,7979,long,2026-02-12 06:35:00+00:00,2026-02-12 06:35:00+00:00,2026-02-12 06:36:00+00:00,0.0,2026-02-12 03:00:00+00:00,2026-02-12 02:00:00+00:00,25301.5,25269.0,25809.75,25809.75,25777.25,4.4403,508.25
