session_date,net_pnl_dollars,equity_dollars
2020-11-18,3.5,9.0
2020-11-19,0.0,9.0
2020-11-23,0.0,9.0
2020-11-24,0.0,9.0
2020-11-25,0.0,9.0
2020-11-30,0.0,9.0
2020-12-01,0.0,9.0
2020-12-02,0.0,9.0
2020-12-03,0.0,9.0
2020-12-07,-0.5,8.5
2020-12-08,0.0,8.5
2020-12-09,0.0,8.5
2020-12-10,5.0,13.5
2020-12-14,0.0,13.5
2020-12-15,1.5,15.0
2020-12-16,0.0,15.0
2020-12-17,0.0,15.0
2020-12-21,0.0,15.0
2020-12-22,0.0,15.0
2020-12-23,5.0,20.0
2020-12-28,0.5,20.5
2020-12-29,2.5,23.0
2020-12-30,0.0,23.0
2021-01-04,0.0,23.0
2021-01-05,0.0,23.0
2021-01-06,0.5,23.5
2021-01-07,2.0,25.5
2021-01-11,0.0,25.5
2021-01-12,4.0,29.5
2021-01-13,0.0,29.5
2021-01-14,0.0,29.5
2021-01-19,0.0,29.5
2021-01-20,0.0,29.5
2021-01-21,0.0,29.5
2021-01-25,0.0,29.5
2021-01-26,0.0,29.5
2021-01-27,0.0,29.5
2021-01-28,0.0,29.5
2021-02-01,0.0,29.5
2021-02-02,6.5,36.0
2021-02-03,0.0,36.0
2021-02-04,0.0,36.0
2021-02-08,0.0,36.0
2021-02-09,3.5,39.5
2021-02-10,1.0,40.5
2021-02-11,0.0,40.5
2021-02-16,5.5,46.0
2021-02-17,0.0,46.0
2021-02-18,0.0,46.0
2021-02-22,0.0,46.0
2021-02-23,0.0,46.0
2021-02-24,0.0,46.0
2021-02-25,0.0,46.0
2021-03-01,0.0,46.0
2021-03-02,0.0,46.0
2021-03-03,0.0,46.0
2021-03-04,0.0,46.0
2021-03-08,0.0,46.0
2021-03-09,0.0,46.0
2021-03-10,0.0,46.0
2021-03-11,0.0,46.0
2021-03-15,0.0,46.0
2021-03-16,1.5,47.5
2021-03-17,0.0,47.5
2021-03-18,0.0,47.5
2021-03-22,0.0,47.5
2021-03-23,0.0,47.5
2021-03-24,0.0,47.5
2021-03-25,0.0,47.5
2021-03-29,0.0,47.5
2021-03-30,1.0,48.5
2021-03-31,0.0,48.5
2021-04-01,0.0,48.5
2021-04-05,4.5,53.0
2021-04-06,0.0,53.0
2021-04-07,0.0,53.0
2021-04-08,0.0,53.0
2021-04-12,3.0,56.0
2021-04-13,5.5,61.5
2021-04-14,0.0,61.5
2021-04-15,-0.5,61.0
2021-04-19,0.0,61.0
2021-04-20,0.0,61.0
2021-04-21,0.0,61.0
2021-04-22,0.0,61.0
2021-04-26,-0.5,60.5
2021-04-27,-40.0,20.5
2021-04-28,2.5,23.0
2021-04-29,6.5,29.5
2021-05-03,0.0,29.5
2021-05-04,0.0,29.5
2021-05-05,0.5,30.0
2021-05-06,0.0,30.0
2021-05-10,0.0,30.0
2021-05-11,0.0,30.0
2021-05-12,0.0,30.0
2021-05-13,5.0,35.0
2021-05-17,0.0,35.0
2021-05-18,0.0,35.0
2021-05-19,1.0,36.0
2021-05-20,0.0,36.0
2021-05-24,3.5,39.5
2021-05-25,2.0,41.5
2021-05-26,0.0,41.5
2021-05-27,1.0,42.5
2021-06-01,0.0,42.5
2021-06-02,-1.0,41.5
2021-06-03,0.0,41.5
2021-06-07,0.0,41.5
2021-06-08,1.0,42.5
2021-06-09,6.0,48.5
2021-06-10,1.0,49.5
2021-06-14,6.0,55.5
2021-06-15,1.0,56.5
2021-06-16,0.0,56.5
2021-06-17,0.0,56.5
2021-06-21,0.0,56.5
2021-06-22,0.0,56.5
2021-06-23,0.0,56.5
2021-06-24,0.0,56.5
2021-06-28,6.5,63.0
2021-06-29,2.0,65.0
2021-06-30,3.0,68.0
2021-07-01,4.5,72.5
2021-07-06,0.0,72.5
2021-07-07,3.5,76.0
2021-07-08,0.0,76.0
2021-07-12,0.0,76.0
2021-07-13,6.0,82.0
2021-07-14,0.0,82.0
2021-07-15,2.5,84.5
2021-07-19,1.0,85.5
2021-07-20,2.5,88.0
2021-07-21,-1.0,87.0
2021-07-22,2.5,89.5
2021-07-26,-1.0,88.5
2021-07-27,0.0,88.5
2021-07-28,0.5,89.0
2021-07-29,0.0,89.0
2021-08-02,5.0,94.0
2021-08-03,7.5,101.5
2021-08-04,0.0,101.5
2021-08-05,0.0,101.5
2021-08-09,2.0,103.5
2021-08-10,0.0,103.5
2021-08-11,-0.5,103.0
2021-08-12,0.0,103.0
2021-08-16,0.0,103.0
2021-08-17,4.0,107.0
2021-08-18,5.0,112.0
2021-08-19,0.0,112.0
2021-08-23,0.0,112.0
2021-08-24,0.0,112.0
2021-08-25,1.0,113.0
2021-08-26,0.0,113.0
2021-08-30,0.0,113.0
2021-08-31,1.5,114.5
2021-09-01,0.0,114.5
2021-09-02,0.0,114.5
2021-09-07,-1.0,113.5
2021-09-08,0.0,113.5
2021-09-09,0.0,113.5
2021-09-13,0.0,113.5
2021-09-14,-0.5,113.0
2021-09-15,0.0,113.0
2021-09-16,0.0,113.0
2021-09-20,-1.0,112.0
2021-09-21,-0.5,111.5
2021-09-22,0.0,111.5
2021-09-23,4.0,115.5
2021-09-27,-1.0,114.5
2021-09-28,4.0,118.5
2021-09-29,0.0,118.5
2021-09-30,0.0,118.5
2021-10-04,0.0,118.5
2021-10-05,-0.5,118.0
2021-10-06,-1.0,117.0
2021-10-07,4.5,121.5
2021-10-11,5.5,127.0
2021-10-12,0.0,127.0
2021-10-13,2.5,129.5
2021-10-14,0.0,129.5
2021-10-18,1.0,130.5
2021-10-19,0.0,130.5
2021-10-20,0.5,131.0
2021-10-21,0.0,131.0
2021-10-25,0.0,131.0
2021-10-26,0.0,131.0
2021-10-27,-41.0,90.0
2021-10-28,0.0,90.0
2021-11-01,4.0,94.0
2021-11-02,0.0,94.0
2021-11-03,0.0,94.0
2021-11-04,0.0,94.0
2021-11-08,0.0,94.0
2021-11-09,0.0,94.0
2021-11-10,6.5,100.5
2021-11-11,0.0,100.5
2021-11-15,4.0,104.5
2021-11-16,5.5,110.0
2021-11-17,0.0,110.0
2021-11-18,0.0,110.0
